date,tic,cshtrd,prccd,prchd,prcld,prcod
2008-04-15,2670,2670,2670,2670,2670,2670
2008-04-16,2667,2667,2667,2667,2667,2667
2008-04-17,2666,2666,2666,2666,2666,2666
2008-04-18,2667,2667,2667,2667,2667,2667
2008-04-21,2668,2668,2668,2668,2668,2668
2008-04-22,2664,2664,2664,2664,2664,2664
2008-04-23,2665,2665,2665,2665,2665,2665
2008-04-24,2666,2666,2666,2666,2666,2666
2008-04-25,2669,2669,2669,2669,2669,2669
2008-04-28,2668,2668,2668,2668,2668,2668
2008-04-29,2665,2665,2665,2665,2665,2665
2008-04-30,2667,2667,2667,2667,2667,2667
2008-05-01,2665,2665,2665,2665,2665,2665
2008-05-02,2667,2667,2667,2667,2667,2667
2008-05-05,2663,2663,2663,2663,2663,2663
2008-05-06,2664,2664,2664,2664,2664,2664
2008-05-07,2663,2663,2663,2663,2663,2663
2008-05-08,2665,2665,2665,2665,2665,2665
2008-05-09,2665,2665,2665,2665,2665,2665
2008-05-12,2663,2663,2663,2663,2663,2663
2008-05-13,2663,2663,2663,2663,2663,2663
2008-05-14,2662,2662,2662,2662,2662,2662
2008-05-15,2660,2660,2660,2660,2660,2660
2008-05-16,2662,2662,2662,2662,2662,2662
2008-05-19,2661,2661,2661,2661,2661,2661
2008-05-20,2663,2663,2663,2663,2663,2663
2008-05-21,2662,2662,2662,2662,2662,2662
2008-05-22,2660,2660,2660,2660,2660,2660
2008-05-23,2662,2662,2662,2662,2662,2662
2008-05-27,2664,2664,2664,2664,2664,2664
2008-05-28,2662,2662,2662,2662,2662,2662
2008-05-29,2663,2663,2663,2663,2663,2663
2008-05-30,2660,2660,2660,2660,2660,2660
2008-06-02,2659,2659,2659,2659,2659,2659
2008-06-03,2658,2658,2658,2658,2658,2658
2008-06-04,2662,2662,2662,2662,2662,2662
2008-06-05,2659,2659,2659,2659,2659,2659
2008-06-06,2656,2656,2656,2656,2656,2656
2008-06-09,2656,2656,2656,2656,2656,2656
2008-06-10,2656,2656,2656,2656,2656,2656
2008-06-11,2655,2655,2655,2655,2655,2655
2008-06-12,2657,2657,2657,2657,2657,2657
2008-06-13,2656,2656,2656,2656,2656,2656
2008-06-16,2652,2652,2652,2652,2652,2652
2008-06-17,2654,2654,2654,2654,2654,2654
2008-06-18,2655,2655,2655,2655,2655,2655
2008-06-19,2653,2653,2653,2653,2653,2653
2008-06-20,2655,2655,2655,2655,2655,2655
2008-06-23,2654,2654,2654,2654,2654,2654
2008-06-24,2657,2657,2657,2657,2657,2657
2008-06-25,2657,2657,2657,2657,2657,2657
2008-06-26,2654,2654,2654,2654,2654,2654
2008-06-27,2654,2654,2654,2654,2654,2654
2008-06-30,2654,2654,2654,2654,2654,2654
2008-07-01,2650,2650,2650,2650,2650,2650
2008-07-02,2658,2658,2658,2658,2658,2658
2008-07-03,2650,2650,2650,2650,2650,2650
2008-07-07,2652,2652,2652,2652,2652,2652
2008-07-08,2651,2651,2651,2651,2651,2651
2008-07-09,2650,2650,2650,2650,2650,2650
2008-07-10,2651,2651,2651,2651,2651,2651
2008-07-11,2649,2649,2649,2649,2649,2649
2008-07-14,2652,2652,2652,2652,2652,2652
2008-07-15,2644,2644,2644,2644,2644,2644
2008-07-16,2655,2655,2655,2655,2655,2655
2008-07-17,2648,2648,2648,2648,2648,2648
2008-07-18,2647,2647,2647,2647,2647,2647
2008-07-21,2649,2649,2649,2649,2649,2649
2008-07-22,2649,2649,2649,2649,2649,2649
2008-07-23,2647,2647,2647,2647,2647,2647
2008-07-24,2647,2647,2647,2647,2647,2647
2008-07-25,2649,2649,2649,2649,2649,2649
2008-07-28,2649,2649,2649,2649,2649,2649
2008-07-29,2649,2649,2649,2649,2649,2649
2008-07-30,2648,2648,2648,2648,2648,2648
2008-07-31,2648,2648,2648,2648,2648,2648
2008-08-01,2640,2640,2640,2640,2640,2640
2008-08-04,2644,2644,2644,2644,2644,2644
2008-08-05,2641,2641,2641,2641,2641,2641
2008-08-06,2641,2641,2641,2641,2641,2641
2008-08-07,2642,2642,2642,2642,2642,2642
2008-08-08,2642,2642,2642,2642,2642,2642
2008-08-11,2639,2639,2639,2639,2639,2639
2008-08-12,2641,2641,2641,2641,2641,2641
2008-08-13,2640,2640,2640,2640,2640,2640
2008-08-14,2640,2640,2640,2640,2640,2640
2008-08-15,2646,2646,2646,2646,2646,2646
2008-08-18,2646,2646,2646,2646,2646,2646
2008-08-19,2640,2640,2640,2640,2640,2640
2008-08-20,2641,2641,2641,2641,2641,2641
2008-08-21,2643,2643,2643,2643,2643,2643
2008-08-22,2640,2640,2640,2640,2640,2640
2008-08-25,2642,2642,2642,2642,2642,2642
2008-08-26,2641,2641,2641,2641,2641,2641
2008-08-27,2642,2642,2642,2642,2642,2642
2008-08-28,2643,2643,2643,2643,2643,2643
2008-08-29,2640,2640,2640,2640,2640,2640
2008-09-02,2637,2637,2637,2637,2637,2637
2008-09-03,2636,2636,2636,2636,2636,2636
2008-09-04,2636,2636,2636,2636,2636,2636
2008-09-05,2634,2634,2634,2634,2634,2634
2008-09-08,2639,2639,2639,2639,2639,2639
2008-09-09,2633,2633,2633,2633,2633,2633
2008-09-10,2631,2631,2631,2631,2631,2631
2008-09-11,2629,2629,2629,2629,2629,2629
2008-09-12,2628,2628,2628,2628,2628,2628
2008-09-15,2630,2630,2630,2630,2630,2630
2008-09-16,2636,2636,2636,2636,2636,2636
2008-09-17,2635,2635,2635,2635,2635,2635
2008-09-18,2634,2634,2634,2634,2634,2634
2008-09-19,2631,2631,2631,2631,2631,2631
2008-09-22,2636,2636,2636,2636,2636,2636
2008-09-23,2633,2633,2633,2633,2633,2633
2008-09-24,2633,2633,2633,2633,2633,2633
2008-09-25,2632,2632,2632,2632,2632,2632
2008-09-26,2633,2633,2633,2633,2633,2633
2008-09-29,2637,2637,2637,2637,2637,2637
2008-09-30,2633,2633,2633,2633,2633,2633
2008-10-01,2631,2631,2631,2631,2631,2631
2008-10-02,2632,2632,2632,2632,2632,2632
2008-10-03,2630,2630,2630,2630,2630,2630
2008-10-06,2634,2634,2634,2634,2634,2634
2008-10-07,2632,2632,2632,2632,2632,2632
2008-10-08,2631,2631,2631,2631,2631,2631
2008-10-09,2631,2631,2631,2631,2631,2631
2008-10-10,2634,2634,2634,2634,2634,2634
2008-10-13,2631,2631,2631,2631,2631,2631
2008-10-14,2631,2631,2631,2631,2631,2631
2008-10-15,2632,2632,2632,2632,2632,2632
2008-10-16,2628,2628,2628,2628,2628,2628
2008-10-17,2627,2627,2627,2627,2627,2627
2008-10-20,2628,2628,2628,2628,2628,2628
2008-10-21,2626,2626,2626,2626,2626,2626
2008-10-22,2628,2628,2628,2628,2628,2628
2008-10-23,2627,2627,2627,2627,2627,2627
2008-10-24,2627,2627,2627,2627,2627,2627
2008-10-27,2627,2627,2627,2627,2627,2627
2008-10-28,2626,2626,2626,2626,2626,2626
2008-10-29,2627,2627,2627,2627,2627,2627
2008-10-30,2624,2624,2624,2624,2624,2624
2008-10-31,2621,2621,2621,2621,2621,2621
2008-11-03,2615,2615,2615,2615,2615,2615
2008-11-04,2619,2619,2619,2619,2619,2619
2008-11-05,2621,2621,2621,2621,2621,2621
2008-11-06,2620,2620,2620,2620,2620,2620
2008-11-07,2618,2618,2618,2618,2618,2618
2008-11-10,2617,2617,2617,2617,2617,2617
2008-11-11,2616,2616,2616,2616,2616,2616
2008-11-12,2620,2620,2620,2620,2620,2620
2008-11-13,2616,2616,2616,2616,2616,2616
2008-11-14,2619,2619,2619,2619,2619,2619
2008-11-17,2618,2618,2618,2618,2618,2618
2008-11-18,2617,2617,2617,2617,2617,2617
2008-11-19,2617,2617,2617,2617,2617,2617
2008-11-20,2620,2620,2620,2620,2620,2620
2008-11-21,2618,2618,2618,2618,2618,2618
2008-11-24,2618,2618,2618,2618,2618,2618
2008-11-25,2613,2613,2613,2613,2613,2613
2008-11-26,2617,2617,2617,2617,2617,2617
2008-11-28,2613,2613,2613,2613,2613,2613
2008-12-01,2619,2619,2619,2619,2619,2619
2008-12-02,2619,2619,2619,2619,2619,2619
2008-12-03,2618,2618,2618,2618,2618,2618
2008-12-04,2619,2619,2619,2619,2619,2619
2008-12-05,2617,2617,2617,2617,2617,2617
2008-12-08,2618,2618,2618,2618,2618,2618
2008-12-09,2616,2616,2616,2616,2616,2616
2008-12-10,2619,2619,2619,2619,2619,2619
2008-12-11,2617,2617,2617,2617,2617,2617
2008-12-12,2616,2616,2616,2616,2616,2616
2008-12-15,2620,2620,2620,2620,2620,2620
2008-12-16,2617,2617,2617,2617,2617,2617
2008-12-17,2617,2617,2617,2617,2617,2617
2008-12-18,2616,2616,2616,2616,2616,2616
2008-12-19,2616,2616,2616,2616,2616,2616
2008-12-22,2613,2613,2613,2613,2613,2613
2008-12-23,2615,2615,2615,2615,2615,2615
2008-12-24,2609,2609,2609,2609,2609,2609
2008-12-26,2608,2608,2608,2608,2608,2608
2008-12-29,2611,2611,2611,2611,2611,2611
2008-12-30,2615,2615,2615,2615,2615,2615
2008-12-31,2613,2613,2613,2613,2613,2613
2009-01-02,2707,2707,2707,2707,2707,2707
2009-01-05,2709,2709,2709,2709,2709,2709
2009-01-06,2709,2709,2709,2709,2709,2709
2009-01-07,2710,2710,2710,2710,2710,2710
2009-01-08,2709,2709,2709,2709,2709,2709
2009-01-09,2710,2710,2710,2710,2710,2710
2009-01-12,2711,2711,2711,2711,2711,2711
2009-01-13,2708,2708,2708,2708,2708,2708
2009-01-14,2708,2708,2708,2708,2708,2708
2009-01-15,2709,2709,2709,2709,2709,2709
2009-01-16,2708,2708,2708,2708,2708,2708
2009-01-20,2710,2710,2710,2710,2710,2710
2009-01-21,2709,2709,2709,2709,2709,2709
2009-01-22,2707,2707,2707,2707,2707,2707
2009-01-23,2707,2707,2707,2707,2707,2707
2009-01-26,2709,2709,2709,2709,2709,2709
2009-01-27,2707,2707,2707,2707,2707,2707
2009-01-28,2706,2706,2706,2706,2706,2706
2009-01-29,2703,2703,2703,2703,2703,2703
2009-01-30,2703,2703,2703,2703,2703,2703
2009-02-02,2701,2701,2701,2701,2701,2701
2009-02-03,2706,2706,2706,2706,2706,2706
2009-02-04,2705,2705,2705,2705,2705,2705
2009-02-05,2704,2704,2704,2704,2704,2704
2009-02-06,2705,2705,2705,2705,2705,2705
2009-02-09,2705,2705,2705,2705,2705,2705
2009-02-10,2701,2701,2701,2701,2701,2701
2009-02-11,2705,2705,2705,2705,2705,2705
2009-02-12,2703,2703,2703,2703,2703,2703
2009-02-13,2708,2708,2708,2708,2708,2708
2009-02-17,2702,2702,2702,2702,2702,2702
2009-02-18,2704,2704,2704,2704,2704,2704
2009-02-19,2705,2705,2705,2705,2705,2705
2009-02-20,2703,2703,2703,2703,2703,2703
2009-02-23,2705,2705,2705,2705,2705,2705
2009-02-24,2707,2707,2707,2707,2707,2707
2009-02-25,2705,2705,2705,2705,2705,2705
2009-02-26,2704,2704,2704,2704,2704,2704
2009-02-27,2702,2702,2702,2702,2702,2702
2009-03-02,2706,2706,2706,2706,2706,2706
2009-03-03,2703,2703,2703,2703,2703,2703
2009-03-04,2702,2702,2702,2702,2702,2702
2009-03-05,2702,2702,2702,2702,2702,2702
2009-03-06,2700,2700,2700,2700,2700,2700
2009-03-09,2703,2703,2703,2703,2703,2703
2009-03-10,2706,2706,2706,2706,2706,2706
2009-03-11,2708,2708,2708,2708,2708,2708
2009-03-12,2708,2708,2708,2708,2708,2708
2009-03-13,2703,2703,2703,2703,2703,2703
2009-03-16,2704,2704,2704,2704,2704,2704
2009-03-17,2702,2702,2702,2702,2702,2702
2009-03-18,2702,2702,2702,2702,2702,2702
2009-03-19,2700,2700,2700,2700,2700,2700
2009-03-20,2706,2706,2706,2706,2706,2706
2009-03-23,2706,2706,2706,2706,2706,2706
2009-03-24,2706,2706,2706,2706,2706,2706
2009-03-25,2704,2704,2704,2704,2704,2704
2009-03-26,2703,2703,2703,2703,2703,2703
2009-03-27,2699,2699,2699,2699,2699,2699
2009-03-30,2702,2702,2702,2702,2702,2702
2009-03-31,2699,2699,2699,2699,2699,2699
2009-04-01,2699,2699,2699,2699,2699,2699
2009-04-02,2702,2702,2702,2702,2702,2702
2009-04-03,2698,2698,2698,2698,2698,2698
2009-04-06,2699,2699,2699,2699,2699,2699
2009-04-07,2700,2700,2700,2700,2700,2700
2009-04-08,2698,2698,2698,2698,2698,2698
2009-04-09,2698,2698,2698,2698,2698,2698
2009-04-13,2701,2701,2701,2701,2701,2701
2009-04-14,2703,2703,2703,2703,2703,2703
2009-04-15,2702,2702,2702,2702,2702,2702
2009-04-16,2698,2698,2698,2698,2698,2698
2009-04-17,2703,2703,2703,2703,2703,2703
2009-04-20,2698,2698,2698,2698,2698,2698
2009-04-21,2699,2699,2699,2699,2699,2699
2009-04-22,2699,2699,2699,2699,2699,2699
2009-04-23,2700,2700,2700,2700,2700,2700
2009-04-24,2699,2699,2699,2699,2699,2699
2009-04-27,2701,2701,2701,2701,2701,2701
2009-04-28,2699,2699,2699,2699,2699,2699
2009-04-29,2697,2697,2697,2697,2697,2697
2009-04-30,2701,2701,2701,2701,2701,2701
2009-05-01,2695,2695,2695,2695,2695,2695
2009-05-04,2698,2698,2698,2698,2698,2698
2009-05-05,2697,2697,2697,2697,2697,2697
2009-05-06,2700,2700,2700,2700,2700,2700
2009-05-07,2700,2700,2700,2700,2700,2700
2009-05-08,2699,2699,2699,2699,2699,2699
2009-05-11,2698,2698,2698,2698,2698,2698
2009-05-12,2702,2702,2702,2702,2702,2702
2009-05-13,2696,2696,2696,2696,2696,2696
2009-05-14,2699,2699,2699,2699,2699,2699
2009-05-15,2697,2697,2697,2697,2697,2697
2009-05-18,2696,2696,2696,2696,2696,2696
2009-05-19,2700,2700,2700,2700,2700,2700
2009-05-20,2694,2694,2694,2694,2694,2694
2009-05-21,2695,2695,2695,2695,2695,2695
2009-05-22,2695,2695,2695,2695,2695,2695
2009-05-26,2696,2696,2696,2696,2696,2696
2009-05-27,2695,2695,2695,2695,2695,2695
2009-05-28,2695,2695,2695,2695,2695,2695
2009-05-29,2698,2698,2698,2698,2698,2698
2009-06-01,2694,2694,2694,2694,2694,2694
2009-06-02,2693,2693,2693,2693,2693,2693
2009-06-03,2694,2694,2694,2694,2694,2694
2009-06-04,2694,2694,2694,2694,2694,2694
2009-06-05,2697,2697,2697,2697,2697,2697
2009-06-08,2696,2696,2696,2696,2696,2696
2009-06-09,2694,2694,2694,2694,2694,2694
2009-06-10,2694,2694,2694,2694,2694,2694
2009-06-11,2693,2693,2693,2693,2693,2693
2009-06-12,2696,2696,2696,2696,2696,2696
2009-06-15,2694,2694,2694,2694,2694,2694
2009-06-16,2698,2698,2698,2698,2698,2698
2009-06-17,2696,2696,2696,2696,2696,2696
2009-06-18,2693,2693,2693,2693,2693,2693
2009-06-19,2696,2696,2696,2696,2696,2696
2009-06-22,2694,2694,2694,2694,2694,2694
2009-06-23,2692,2692,2692,2692,2692,2692
2009-06-24,2692,2692,2692,2692,2692,2692
2009-06-25,2696,2696,2696,2696,2696,2696
2009-06-26,2693,2693,2693,2693,2693,2693
2009-06-29,2690,2690,2690,2690,2690,2690
2009-06-30,2692,2692,2692,2692,2692,2692
2009-07-01,2689,2689,2689,2689,2689,2689
2009-07-02,2689,2689,2689,2689,2689,2689
2009-07-06,2692,2692,2692,2692,2692,2692
2009-07-07,2689,2689,2689,2689,2689,2689
2009-07-08,2692,2692,2692,2692,2692,2692
2009-07-09,2690,2690,2690,2690,2690,2690
2009-07-10,2686,2686,2686,2686,2686,2686
2009-07-13,2691,2691,2691,2691,2691,2691
2009-07-14,2687,2687,2687,2687,2687,2687
2009-07-15,2691,2691,2691,2691,2691,2691
2009-07-16,2689,2689,2689,2689,2689,2689
2009-07-17,2687,2687,2687,2687,2687,2687
2009-07-20,2689,2689,2689,2689,2689,2689
2009-07-21,2686,2686,2686,2686,2686,2686
2009-07-22,2686,2686,2686,2686,2686,2686
2009-07-23,2688,2688,2688,2688,2688,2688
2009-07-24,2687,2687,2687,2687,2687,2687
2009-07-27,2685,2685,2685,2685,2685,2685
2009-07-28,2687,2687,2687,2687,2687,2687
2009-07-29,2689,2689,2689,2689,2689,2689
2009-07-30,2685,2685,2685,2685,2685,2685
2009-07-31,2687,2687,2687,2687,2687,2687
2009-08-03,2687,2687,2687,2687,2687,2687
2009-08-04,2684,2684,2684,2684,2684,2684
2009-08-05,2683,2683,2683,2683,2683,2683
2009-08-06,2685,2685,2685,2685,2685,2685
2009-08-07,2686,2686,2686,2686,2686,2686
2009-08-10,2688,2688,2688,2688,2688,2688
2009-08-11,2683,2683,2683,2683,2683,2683
2009-08-12,2683,2683,2683,2683,2683,2683
2009-08-13,2685,2685,2685,2685,2685,2685
2009-08-14,2683,2683,2683,2683,2683,2683
2009-08-17,2685,2685,2685,2685,2685,2685
2009-08-18,2685,2685,2685,2685,2685,2685
2009-08-19,2684,2684,2684,2684,2684,2684
2009-08-20,2684,2684,2684,2684,2684,2684
2009-08-21,2685,2685,2685,2685,2685,2685
2009-08-24,2687,2687,2687,2687,2687,2687
2009-08-25,2680,2680,2680,2680,2680,2680
2009-08-26,2685,2685,2685,2685,2685,2685
2009-08-27,2684,2684,2684,2684,2684,2684
2009-08-28,2687,2687,2687,2687,2687,2687
2009-08-31,2685,2685,2685,2685,2685,2685
2009-09-01,2682,2682,2682,2682,2682,2682
2009-09-02,2685,2685,2685,2685,2685,2685
2009-09-03,2683,2683,2683,2683,2683,2683
2009-09-04,2682,2682,2682,2682,2682,2682
2009-09-08,2684,2684,2684,2684,2684,2684
2009-09-09,2683,2683,2683,2683,2683,2683
2009-09-10,2682,2682,2682,2682,2682,2682
2009-09-11,2681,2681,2681,2681,2681,2681
2009-09-14,2683,2683,2683,2683,2683,2683
2009-09-15,2679,2679,2679,2679,2679,2679
2009-09-16,2679,2679,2679,2679,2679,2679
2009-09-17,2682,2682,2682,2682,2682,2682
2009-09-18,2685,2685,2685,2685,2685,2685
2009-09-21,2679,2679,2679,2679,2679,2679
2009-09-22,2679,2679,2679,2679,2679,2679
2009-09-23,2685,2685,2685,2685,2685,2685
2009-09-24,2680,2680,2680,2680,2680,2680
2009-09-25,2680,2680,2680,2680,2680,2680
2009-09-28,2681,2681,2681,2681,2681,2681
2009-09-29,2680,2680,2680,2680,2680,2680
2009-09-30,2678,2678,2678,2678,2678,2678
2009-10-01,2678,2678,2678,2678,2678,2678
2009-10-02,2678,2678,2678,2678,2678,2678
2009-10-05,2679,2679,2679,2679,2679,2679
2009-10-06,2679,2679,2679,2679,2679,2679
2009-10-07,2679,2679,2679,2679,2679,2679
2009-10-08,2681,2681,2681,2681,2681,2681
2009-10-09,2677,2677,2677,2677,2677,2677
2009-10-12,2676,2676,2676,2676,2676,2676
2009-10-13,2676,2676,2676,2676,2676,2676
2009-10-14,2671,2671,2671,2671,2671,2671
2009-10-15,2673,2673,2673,2673,2673,2673
2009-10-16,2677,2677,2677,2677,2677,2677
2009-10-19,2676,2676,2676,2676,2676,2676
2009-10-20,2677,2677,2677,2677,2677,2677
2009-10-21,2677,2677,2677,2677,2677,2677
2009-10-22,2678,2678,2678,2678,2678,2678
2009-10-23,2676,2676,2676,2676,2676,2676
2009-10-26,2676,2676,2676,2676,2676,2676
2009-10-27,2677,2677,2677,2677,2677,2677
2009-10-28,2675,2675,2675,2675,2675,2675
2009-10-29,2674,2674,2674,2674,2674,2674
2009-10-30,2671,2671,2671,2671,2671,2671
2009-11-02,2675,2675,2675,2675,2675,2675
2009-11-03,2670,2670,2670,2670,2670,2670
2009-11-04,2670,2670,2670,2670,2670,2670
2009-11-05,2670,2670,2670,2670,2670,2670
2009-11-06,2671,2671,2671,2671,2671,2671
2009-11-09,2672,2672,2672,2672,2672,2672
2009-11-10,2672,2672,2672,2672,2672,2672
2009-11-11,2671,2671,2671,2671,2671,2671
2009-11-12,2671,2671,2671,2671,2671,2671
2009-11-13,2673,2673,2673,2673,2673,2673
2009-11-16,2668,2668,2668,2668,2668,2668
2009-11-17,2670,2670,2670,2670,2670,2670
2009-11-18,2671,2671,2671,2671,2671,2671
2009-11-19,2668,2668,2668,2668,2668,2668
2009-11-20,2669,2669,2669,2669,2669,2669
2009-11-23,2671,2671,2671,2671,2671,2671
2009-11-24,2666,2666,2666,2666,2666,2666
2009-11-25,2665,2665,2665,2665,2665,2665
2009-11-27,2661,2661,2661,2661,2661,2661
2009-11-30,2665,2665,2665,2665,2665,2665
2009-12-01,2665,2665,2665,2665,2665,2665
2009-12-02,2664,2664,2664,2664,2664,2664
2009-12-03,2664,2664,2664,2664,2664,2664
2009-12-04,2664,2664,2664,2664,2664,2664
2009-12-07,2662,2662,2662,2662,2662,2662
2009-12-08,2663,2663,2663,2663,2663,2663
2009-12-09,2662,2662,2662,2662,2662,2662
2009-12-10,2660,2660,2660,2660,2660,2660
2009-12-11,2665,2665,2665,2665,2665,2665
2009-12-14,2667,2667,2667,2667,2667,2667
2009-12-15,2662,2662,2662,2662,2662,2662
2009-12-16,2663,2663,2663,2663,2663,2663
2009-12-17,2666,2666,2666,2666,2666,2666
2009-12-18,2663,2663,2663,2663,2663,2663
2009-12-21,2664,2664,2664,2664,2664,2664
2009-12-22,2659,2659,2659,2659,2659,2659
2009-12-23,2659,2659,2659,2659,2659,2659
2009-12-24,2659,2659,2659,2659,2659,2659
2009-12-28,2660,2660,2660,2660,2660,2660
2009-12-29,2662,2662,2662,2662,2662,2662
2009-12-30,2661,2661,2661,2661,2661,2661
2009-12-31,2660,2660,2660,2660,2660,2660
2010-01-04,2773,2773,2773,2773,2773,2773
2010-01-05,2769,2769,2769,2769,2769,2769
2010-01-06,2774,2774,2774,2774,2774,2774
2010-01-07,2773,2773,2773,2773,2773,2773
2010-01-08,2773,2773,2773,2773,2773,2773
2010-01-11,2774,2774,2774,2774,2774,2774
2010-01-12,2770,2770,2770,2770,2770,2770
2010-01-13,2771,2771,2771,2771,2771,2771
2010-01-14,2773,2773,2773,2773,2773,2773
2010-01-15,2773,2773,2773,2773,2773,2773
2010-01-19,2771,2771,2771,2771,2771,2771
2010-01-20,2772,2772,2772,2772,2772,2772
2010-01-21,2769,2769,2769,2769,2769,2769
2010-01-22,2770,2770,2770,2770,2770,2770
2010-01-25,2776,2776,2776,2776,2776,2776
2010-01-26,2767,2767,2767,2767,2767,2767
2010-01-27,2770,2770,2770,2770,2770,2770
2010-01-28,2765,2765,2765,2765,2765,2765
2010-01-29,2768,2768,2768,2768,2768,2768
2010-02-01,2766,2766,2766,2766,2766,2766
2010-02-02,2766,2766,2766,2766,2766,2766
2010-02-03,2765,2765,2765,2765,2765,2765
2010-02-04,2768,2768,2768,2768,2768,2768
2010-02-05,2768,2768,2768,2768,2768,2768
2010-02-08,2769,2769,2769,2769,2769,2769
2010-02-09,2768,2768,2768,2768,2768,2768
2010-02-10,2767,2767,2767,2767,2767,2767
2010-02-11,2766,2766,2766,2766,2766,2766
2010-02-12,2765,2765,2765,2765,2765,2765
2010-02-16,2765,2765,2765,2765,2765,2765
2010-02-17,2767,2767,2767,2767,2767,2767
2010-02-18,2771,2771,2771,2771,2771,2771
2010-02-19,2768,2768,2768,2768,2768,2768
2010-02-22,2769,2769,2769,2769,2769,2769
2010-02-23,2766,2766,2766,2766,2766,2766
2010-02-24,2769,2769,2769,2769,2769,2769
2010-02-25,2764,2764,2764,2764,2764,2764
2010-02-26,2767,2767,2767,2767,2767,2767
2010-03-01,2765,2765,2765,2765,2765,2765
2010-03-02,2766,2766,2766,2766,2766,2766
2010-03-03,2763,2763,2763,2763,2763,2763
2010-03-04,2764,2764,2764,2764,2764,2764
2010-03-05,2766,2766,2766,2766,2766,2766
2010-03-08,2764,2764,2764,2764,2764,2764
2010-03-09,2761,2761,2761,2761,2761,2761
2010-03-10,2764,2764,2764,2764,2764,2764
2010-03-11,2765,2765,2765,2765,2765,2765
2010-03-12,2763,2763,2763,2763,2763,2763
2010-03-15,2759,2759,2759,2759,2759,2759
2010-03-16,2754,2754,2754,2754,2754,2754
2010-03-17,2756,2756,2756,2756,2756,2756
2010-03-18,2760,2760,2760,2760,2760,2760
2010-03-19,2760,2760,2760,2760,2760,2760
2010-03-22,2759,2759,2759,2759,2759,2759
2010-03-23,2758,2758,2758,2758,2758,2758
2010-03-24,2759,2759,2759,2759,2759,2759
2010-03-25,2757,2757,2757,2757,2757,2757
2010-03-26,2756,2756,2756,2756,2756,2756
2010-03-29,2758,2758,2758,2758,2758,2758
2010-03-30,2757,2757,2757,2757,2757,2757
2010-03-31,2759,2759,2759,2759,2759,2759
2010-04-01,2758,2758,2758,2758,2758,2758
2010-04-05,2761,2761,2761,2761,2761,2761
2010-04-06,2752,2752,2752,2752,2752,2752
2010-04-07,2757,2757,2757,2757,2757,2757
2010-04-08,2750,2750,2750,2750,2750,2750
2010-04-09,2752,2752,2752,2752,2752,2752
2010-04-12,2753,2753,2753,2753,2753,2753
2010-04-13,2749,2749,2749,2749,2749,2749
2010-04-14,2752,2752,2752,2752,2752,2752
2010-04-15,2750,2750,2750,2750,2750,2750
2010-04-16,2751,2751,2751,2751,2751,2751
2010-04-19,2751,2751,2751,2751,2751,2751
2010-04-20,2748,2748,2748,2748,2748,2748
2010-04-21,2748,2748,2748,2748,2748,2748
2010-04-22,2746,2746,2746,2746,2746,2746
2010-04-23,2749,2749,2749,2749,2749,2749
2010-04-26,2751,2751,2751,2751,2751,2751
2010-04-27,2751,2751,2751,2751,2751,2751
2010-04-28,2747,2747,2747,2747,2747,2747
2010-04-29,2746,2746,2746,2746,2746,2746
2010-04-30,2749,2749,2749,2749,2749,2749
2010-05-03,2739,2739,2739,2739,2739,2739
2010-05-04,2742,2742,2742,2742,2742,2742
2010-05-05,2745,2745,2745,2745,2745,2745
2010-05-06,2746,2746,2746,2746,2746,2746
2010-05-07,2748,2748,2748,2748,2748,2748
2010-05-10,2748,2748,2748,2748,2748,2748
2010-05-11,2747,2747,2747,2747,2747,2747
2010-05-12,2741,2741,2741,2741,2741,2741
2010-05-13,2746,2746,2746,2746,2746,2746
2010-05-14,2745,2745,2745,2745,2745,2745
2010-05-17,2739,2739,2739,2739,2739,2739
2010-05-18,2745,2745,2745,2745,2745,2745
2010-05-19,2745,2745,2745,2745,2745,2745
2010-05-20,2744,2744,2744,2744,2744,2744
2010-05-21,2743,2743,2743,2743,2743,2743
2010-05-24,2738,2738,2738,2738,2738,2738
2010-05-25,2741,2741,2741,2741,2741,2741
2010-05-26,2738,2738,2738,2738,2738,2738
2010-05-27,2738,2738,2738,2738,2738,2738
2010-05-28,2741,2741,2741,2741,2741,2741
2010-06-01,2742,2742,2742,2742,2742,2742
2010-06-02,2733,2733,2733,2733,2733,2733
2010-06-03,2734,2734,2734,2734,2734,2734
2010-06-04,2735,2735,2735,2735,2735,2735
2010-06-07,2734,2734,2734,2734,2734,2734
2010-06-08,2736,2736,2736,2736,2736,2736
2010-06-09,2733,2733,2733,2733,2733,2733
2010-06-10,2735,2735,2735,2735,2735,2735
2010-06-11,2732,2732,2732,2732,2732,2732
2010-06-14,2732,2732,2732,2732,2732,2732
2010-06-15,2736,2736,2736,2736,2736,2736
2010-06-16,2735,2735,2735,2735,2735,2735
2010-06-17,2735,2735,2735,2735,2735,2735
2010-06-18,2735,2735,2735,2735,2735,2735
2010-06-21,2734,2734,2734,2734,2734,2734
2010-06-22,2733,2733,2733,2733,2733,2733
2010-06-23,2736,2736,2736,2736,2736,2736
2010-06-24,2731,2731,2731,2731,2731,2731
2010-06-25,2739,2739,2739,2739,2739,2739
2010-06-28,2731,2731,2731,2731,2731,2731
2010-06-29,2734,2734,2734,2734,2734,2734
2010-06-30,2734,2734,2734,2734,2734,2734
