date,tic,cshtrd,prccd,prchd,prcld,prcod
2012-09-17,2713,2713,2713,2713,2713,2713
2012-09-18,2716,2716,2716,2716,2716,2716
2012-09-19,2715,2715,2715,2715,2715,2715
2012-09-20,2715,2715,2715,2715,2715,2715
2012-09-21,2715,2715,2715,2715,2715,2715
2012-09-24,2711,2711,2711,2711,2711,2711
2012-09-25,2716,2716,2716,2716,2716,2716
2012-09-26,2709,2709,2709,2709,2709,2709
2012-09-27,2713,2713,2713,2713,2713,2713
2012-09-28,2711,2711,2711,2711,2711,2711
2012-10-01,2711,2711,2711,2711,2711,2711
2012-10-02,2702,2702,2702,2702,2702,2702
2012-10-03,2708,2708,2708,2708,2708,2708
2012-10-04,2709,2709,2709,2709,2709,2709
2012-10-05,2705,2705,2705,2705,2705,2705
2012-10-08,2705,2705,2705,2705,2705,2705
2012-10-09,2707,2707,2707,2707,2707,2707
2012-10-10,2705,2705,2705,2705,2705,2705
2012-10-11,2703,2703,2703,2703,2703,2703
2012-10-12,2704,2704,2704,2704,2704,2704
2012-10-15,2704,2704,2704,2704,2704,2704
2012-10-16,2700,2700,2700,2700,2700,2700
2012-10-17,2702,2702,2702,2702,2702,2702
2012-10-18,2701,2701,2701,2701,2701,2701
2012-10-19,2703,2703,2703,2703,2703,2703
2012-10-22,2706,2706,2706,2706,2706,2706
2012-10-23,2702,2702,2702,2702,2702,2702
2012-10-24,2704,2704,2704,2704,2704,2704
2012-10-25,2702,2702,2702,2702,2702,2702
2012-10-26,2703,2703,2703,2703,2703,2703
2012-10-31,2707,2707,2707,2707,2707,2707
2012-11-01,2701,2701,2701,2701,2701,2701
2012-11-02,2700,2700,2700,2700,2700,2700
2012-11-05,2703,2703,2703,2703,2703,2703
2012-11-06,2699,2699,2699,2699,2699,2699
2012-11-07,2704,2704,2704,2704,2704,2704
2012-11-08,2703,2703,2703,2703,2703,2703
2012-11-09,2700,2700,2700,2700,2700,2700
2012-11-12,2701,2701,2701,2701,2701,2701
2012-11-13,2702,2702,2702,2702,2702,2702
2012-11-14,2698,2698,2698,2698,2698,2698
2012-11-15,2700,2700,2700,2700,2700,2700
2012-11-16,2705,2705,2705,2705,2705,2705
2012-11-19,2702,2702,2702,2702,2702,2702
2012-11-20,2703,2703,2703,2703,2703,2703
2012-11-21,2698,2698,2698,2698,2698,2698
2012-11-23,2697,2697,2697,2697,2697,2697
2012-11-26,2704,2704,2704,2704,2704,2704
2012-11-27,2702,2702,2702,2702,2702,2702
2012-11-28,2700,2700,2700,2700,2700,2700
2012-11-29,2696,2696,2696,2696,2696,2696
2012-11-30,2700,2700,2700,2700,2700,2700
2012-12-03,2698,2698,2698,2698,2698,2698
2012-12-04,2698,2698,2698,2698,2698,2698
2012-12-05,2700,2700,2700,2700,2700,2700
2012-12-06,2698,2698,2698,2698,2698,2698
2012-12-07,2698,2698,2698,2698,2698,2698
2012-12-10,2700,2700,2700,2700,2700,2700
2012-12-11,2694,2694,2694,2694,2694,2694
2012-12-12,2695,2695,2695,2695,2695,2695
2012-12-13,2694,2694,2694,2694,2694,2694
2012-12-14,2694,2694,2694,2694,2694,2694
2012-12-17,2692,2692,2692,2692,2692,2692
2012-12-18,2695,2695,2695,2695,2695,2695
2012-12-19,2691,2691,2691,2691,2691,2691
2012-12-20,2692,2692,2692,2692,2692,2692
2012-12-21,2693,2693,2693,2693,2693,2693
2012-12-24,2685,2685,2685,2685,2685,2685
2012-12-26,2689,2689,2689,2689,2689,2689
2012-12-27,2690,2690,2690,2690,2690,2690
2012-12-28,2691,2691,2691,2691,2691,2691
2012-12-31,2690,2690,2690,2690,2690,2690
2013-01-02,2810,2810,2810,2810,2810,2810
2013-01-03,2806,2806,2806,2806,2806,2806
2013-01-04,2806,2806,2806,2806,2806,2806
2013-01-07,2806,2806,2806,2806,2806,2806
2013-01-08,2808,2808,2808,2808,2808,2808
2013-01-09,2807,2807,2807,2807,2807,2807
2013-01-10,2805,2805,2805,2805,2805,2805
2013-01-11,2807,2807,2807,2807,2807,2807
2013-01-14,2806,2806,2806,2806,2806,2806
2013-01-15,2809,2809,2809,2809,2809,2809
2013-01-16,2806,2806,2806,2806,2806,2806
2013-01-17,2805,2805,2805,2805,2805,2805
2013-01-18,2805,2805,2805,2805,2805,2805
2013-01-22,2805,2805,2805,2805,2805,2805
2013-01-23,2807,2807,2807,2807,2807,2807
2013-01-24,2805,2805,2805,2805,2805,2805
2013-01-25,2807,2807,2807,2807,2807,2807
2013-01-28,2806,2806,2806,2806,2806,2806
2013-01-29,2807,2807,2807,2807,2807,2807
2013-01-30,2804,2804,2804,2804,2804,2804
2013-01-31,2803,2803,2803,2803,2803,2803
2013-02-01,2801,2801,2801,2801,2801,2801
2013-02-04,2802,2802,2802,2802,2802,2802
2013-02-05,2803,2803,2803,2803,2803,2803
2013-02-06,2799,2799,2799,2799,2799,2799
2013-02-07,2799,2799,2799,2799,2799,2799
2013-02-08,2798,2798,2798,2798,2798,2798
2013-02-11,2800,2800,2800,2800,2800,2800
2013-02-12,2798,2798,2798,2798,2798,2798
2013-02-13,2791,2791,2791,2791,2791,2791
2013-02-14,2795,2795,2795,2795,2795,2795
2013-02-15,2795,2795,2795,2795,2795,2795
2013-02-19,2796,2796,2796,2796,2796,2796
2013-02-20,2793,2793,2793,2793,2793,2793
2013-02-21,2790,2790,2790,2790,2790,2790
2013-02-22,2794,2794,2794,2794,2794,2794
2013-02-25,2791,2791,2791,2791,2791,2791
2013-02-26,2788,2788,2788,2788,2788,2788
2013-02-27,2793,2793,2793,2793,2793,2793
2013-02-28,2792,2792,2792,2792,2792,2792
2013-03-01,2793,2793,2793,2793,2793,2793
2013-03-04,2792,2792,2792,2792,2792,2792
2013-03-05,2793,2793,2793,2793,2793,2793
2013-03-06,2789,2789,2789,2789,2789,2789
2013-03-07,2793,2793,2793,2793,2793,2793
2013-03-08,2791,2791,2791,2791,2791,2791
2013-03-11,2790,2790,2790,2790,2790,2790
2013-03-12,2790,2790,2790,2790,2790,2790
2013-03-13,2788,2788,2788,2788,2788,2788
2013-03-14,2786,2786,2786,2786,2786,2786
2013-03-15,2786,2786,2786,2786,2786,2786
2013-03-18,2785,2785,2785,2785,2785,2785
2013-03-19,2780,2780,2780,2780,2780,2780
2013-03-20,2784,2784,2784,2784,2784,2784
2013-03-21,2784,2784,2784,2784,2784,2784
2013-03-22,2782,2782,2782,2782,2782,2782
2013-03-25,2782,2782,2782,2782,2782,2782
2013-03-26,2784,2784,2784,2784,2784,2784
2013-03-27,2783,2783,2783,2783,2783,2783
2013-03-28,2784,2784,2784,2784,2784,2784
2013-04-01,2784,2784,2784,2784,2784,2784
2013-04-02,2782,2782,2782,2782,2782,2782
2013-04-03,2784,2784,2784,2784,2784,2784
2013-04-04,2781,2781,2781,2781,2781,2781
2013-04-05,2786,2786,2786,2786,2786,2786
2013-04-08,2784,2784,2784,2784,2784,2784
2013-04-09,2782,2782,2782,2782,2782,2782
2013-04-10,2784,2784,2784,2784,2784,2784
2013-04-11,2780,2780,2780,2780,2780,2780
2013-04-12,2784,2784,2784,2784,2784,2784
2013-04-15,2777,2777,2777,2777,2777,2777
2013-04-16,2778,2778,2778,2778,2778,2778
2013-04-17,2777,2777,2777,2777,2777,2777
2013-04-18,2778,2778,2778,2778,2778,2778
2013-04-19,2778,2778,2778,2778,2778,2778
2013-04-22,2778,2778,2778,2778,2778,2778
2013-04-23,2779,2779,2779,2779,2779,2779
2013-04-24,2775,2775,2775,2775,2775,2775
2013-04-25,2776,2776,2776,2776,2776,2776
2013-04-26,2776,2776,2776,2776,2776,2776
2013-04-29,2775,2775,2775,2775,2775,2775
2013-04-30,2777,2777,2777,2777,2777,2777
2013-05-01,2779,2779,2779,2779,2779,2779
2013-05-02,2779,2779,2779,2779,2779,2779
2013-05-03,2779,2779,2779,2779,2779,2779
2013-05-06,2775,2775,2775,2775,2775,2775
2013-05-07,2776,2776,2776,2776,2776,2776
2013-05-08,2774,2774,2774,2774,2774,2774
2013-05-09,2774,2774,2774,2774,2774,2774
2013-05-10,2775,2775,2775,2775,2775,2775
2013-05-13,2777,2777,2777,2777,2777,2777
2013-05-14,2777,2777,2777,2777,2777,2777
2013-05-15,2776,2776,2776,2776,2776,2776
2013-05-16,2777,2777,2777,2777,2777,2777
2013-05-17,2777,2777,2777,2777,2777,2777
2013-05-20,2775,2775,2775,2775,2775,2775
2013-05-21,2772,2772,2772,2772,2772,2772
2013-05-22,2775,2775,2775,2775,2775,2775
2013-05-23,2774,2774,2774,2774,2774,2774
2013-05-24,2776,2776,2776,2776,2776,2776
2013-05-28,2770,2770,2770,2770,2770,2770
2013-05-29,2771,2771,2771,2771,2771,2771
2013-05-30,2771,2771,2771,2771,2771,2771
2013-05-31,2768,2768,2768,2768,2768,2768
2013-06-03,2770,2770,2770,2770,2770,2770
2013-06-04,2766,2766,2766,2766,2766,2766
2013-06-05,2766,2766,2766,2766,2766,2766
2013-06-06,2767,2767,2767,2767,2767,2767
2013-06-07,2768,2768,2768,2768,2768,2768
2013-06-10,2765,2765,2765,2765,2765,2765
2013-06-11,2765,2765,2765,2765,2765,2765
2013-06-12,2764,2764,2764,2764,2764,2764
2013-06-13,2764,2764,2764,2764,2764,2764
2013-06-14,2764,2764,2764,2764,2764,2764
2013-06-17,2765,2765,2765,2765,2765,2765
2013-06-18,2765,2765,2765,2765,2765,2765
2013-06-19,2765,2765,2765,2765,2765,2765
2013-06-20,2763,2763,2763,2763,2763,2763
2013-06-21,2765,2765,2765,2765,2765,2765
2013-06-24,2766,2766,2766,2766,2766,2766
2013-06-25,2765,2765,2765,2765,2765,2765
2013-06-26,2758,2758,2758,2758,2758,2758
2013-06-27,2759,2759,2759,2759,2759,2759
2013-06-28,2762,2762,2762,2762,2762,2762
2013-07-01,2759,2759,2759,2759,2759,2759
2013-07-02,2758,2758,2758,2758,2758,2758
2013-07-03,2758,2758,2758,2758,2758,2758
2013-07-05,2758,2758,2758,2758,2758,2758
2013-07-08,2755,2755,2755,2755,2755,2755
2013-07-09,2756,2756,2756,2756,2756,2756
2013-07-10,2754,2754,2754,2754,2754,2754
2013-07-11,2754,2754,2754,2754,2754,2754
2013-07-12,2755,2755,2755,2755,2755,2755
2013-07-15,2754,2754,2754,2754,2754,2754
2013-07-16,2753,2753,2753,2753,2753,2753
2013-07-17,2752,2752,2752,2752,2752,2752
2013-07-18,2758,2758,2758,2758,2758,2758
2013-07-19,2755,2755,2755,2755,2755,2755
2013-07-22,2755,2755,2755,2755,2755,2755
2013-07-23,2756,2756,2756,2756,2756,2756
2013-07-24,2757,2757,2757,2757,2757,2757
2013-07-25,2755,2755,2755,2755,2755,2755
2013-07-26,2753,2753,2753,2753,2753,2753
2013-07-29,2754,2754,2754,2754,2754,2754
2013-07-30,2753,2753,2753,2753,2753,2753
2013-07-31,2752,2752,2752,2752,2752,2752
2013-08-01,2756,2756,2756,2756,2756,2756
2013-08-02,2752,2752,2752,2752,2752,2752
2013-08-05,2752,2752,2752,2752,2752,2752
2013-08-06,2752,2752,2752,2752,2752,2752
2013-08-07,2752,2752,2752,2752,2752,2752
2013-08-08,2751,2751,2751,2751,2751,2751
2013-08-09,2754,2754,2754,2754,2754,2754
2013-08-12,2755,2755,2755,2755,2755,2755
2013-08-13,2753,2753,2753,2753,2753,2753
2013-08-14,2752,2752,2752,2752,2752,2752
2013-08-15,2751,2751,2751,2751,2751,2751
2013-08-16,2751,2751,2751,2751,2751,2751
2013-08-19,2750,2750,2750,2750,2750,2750
2013-08-20,2751,2751,2751,2751,2751,2751
2013-08-21,2753,2753,2753,2753,2753,2753
2013-08-22,2748,2748,2748,2748,2748,2748
2013-08-23,2750,2750,2750,2750,2750,2750
2013-08-26,2750,2750,2750,2750,2750,2750
2013-08-27,2750,2750,2750,2750,2750,2750
2013-08-28,2750,2750,2750,2750,2750,2750
2013-08-29,2750,2750,2750,2750,2750,2750
2013-08-30,2747,2747,2747,2747,2747,2747
2013-09-03,2747,2747,2747,2747,2747,2747
2013-09-04,2747,2747,2747,2747,2747,2747
2013-09-05,2746,2746,2746,2746,2746,2746
2013-09-06,2749,2749,2749,2749,2749,2749
2013-09-09,2751,2751,2751,2751,2751,2751
2013-09-10,2746,2746,2746,2746,2746,2746
2013-09-11,2747,2747,2747,2747,2747,2747
2013-09-12,2744,2744,2744,2744,2744,2744
2013-09-13,2743,2743,2743,2743,2743,2743
2013-09-16,2745,2745,2745,2745,2745,2745
2013-09-17,2744,2744,2744,2744,2744,2744
2013-09-18,2744,2744,2744,2744,2744,2744
2013-09-19,2745,2745,2745,2745,2745,2745
2013-09-20,2742,2742,2742,2742,2742,2742
2013-09-23,2742,2742,2742,2742,2742,2742
2013-09-24,2741,2741,2741,2741,2741,2741
2013-09-25,2742,2742,2742,2742,2742,2742
2013-09-26,2743,2743,2743,2743,2743,2743
2013-09-27,2744,2744,2744,2744,2744,2744
2013-09-30,2741,2741,2741,2741,2741,2741
2013-10-01,2738,2738,2738,2738,2738,2738
2013-10-02,2734,2734,2734,2734,2734,2734
2013-10-03,2736,2736,2736,2736,2736,2736
2013-10-04,2733,2733,2733,2733,2733,2733
2013-10-07,2737,2737,2737,2737,2737,2737
2013-10-08,2735,2735,2735,2735,2735,2735
2013-10-09,2731,2731,2731,2731,2731,2731
2013-10-10,2734,2734,2734,2734,2734,2734
2013-10-11,2731,2731,2731,2731,2731,2731
2013-10-14,2728,2728,2728,2728,2728,2728
2013-10-15,2729,2729,2729,2729,2729,2729
2013-10-16,2734,2734,2734,2734,2734,2734
2013-10-17,2728,2728,2728,2728,2728,2728
2013-10-18,2730,2730,2730,2730,2730,2730
2013-10-21,2729,2729,2729,2729,2729,2729
2013-10-22,2733,2733,2733,2733,2733,2733
2013-10-23,2729,2729,2729,2729,2729,2729
2013-10-24,2725,2725,2725,2725,2725,2725
2013-10-25,2729,2729,2729,2729,2729,2729
2013-10-28,2726,2726,2726,2726,2726,2726
2013-10-29,2725,2725,2725,2725,2725,2725
2013-10-30,2726,2726,2726,2726,2726,2726
2013-10-31,2726,2726,2726,2726,2726,2726
2013-11-01,2724,2724,2724,2724,2724,2724
2013-11-04,2726,2726,2726,2726,2726,2726
2013-11-05,2723,2723,2723,2723,2723,2723
2013-11-06,2720,2720,2720,2720,2720,2720
2013-11-07,2719,2719,2719,2719,2719,2719
2013-11-08,2720,2720,2720,2720,2720,2720
2013-11-11,2719,2719,2719,2719,2719,2719
2013-11-12,2722,2722,2722,2722,2722,2722
2013-11-13,2720,2720,2720,2720,2720,2720
2013-11-14,2718,2718,2718,2718,2718,2718
2013-11-15,2716,2716,2716,2716,2716,2716
2013-11-18,2719,2719,2719,2719,2719,2719
2013-11-19,2720,2720,2720,2720,2720,2720
2013-11-20,2722,2722,2722,2722,2722,2722
2013-11-21,2717,2717,2717,2717,2717,2717
2013-11-22,2718,2718,2718,2718,2718,2718
2013-11-25,2719,2719,2719,2719,2719,2719
2013-11-26,2714,2714,2714,2714,2714,2714
2013-11-27,2713,2713,2713,2713,2713,2713
2013-11-29,2712,2712,2712,2712,2712,2712
2013-12-02,2716,2716,2716,2716,2716,2716
2013-12-03,2714,2714,2714,2714,2714,2714
2013-12-04,2714,2714,2714,2714,2714,2714
2013-12-05,2714,2714,2714,2714,2714,2714
2013-12-06,2716,2716,2716,2716,2716,2716
2013-12-09,2712,2712,2712,2712,2712,2712
2013-12-10,2714,2714,2714,2714,2714,2714
2013-12-11,2711,2711,2711,2711,2711,2711
2013-12-12,2710,2710,2710,2710,2710,2710
2013-12-13,2711,2711,2711,2711,2711,2711
2013-12-16,2711,2711,2711,2711,2711,2711
2013-12-17,2706,2706,2706,2706,2706,2706
2013-12-18,2708,2708,2708,2708,2708,2708
2013-12-19,2708,2708,2708,2708,2708,2708
2013-12-20,2706,2706,2706,2706,2706,2706
2013-12-23,2708,2708,2708,2708,2708,2708
2013-12-24,2702,2702,2702,2702,2702,2702
2013-12-26,2703,2703,2703,2703,2703,2703
2013-12-27,2705,2705,2705,2705,2705,2705
2013-12-30,2706,2706,2706,2706,2706,2706
2013-12-31,2706,2706,2706,2706,2706,2706
2014-01-02,2853,2853,2853,2853,2853,2853
2014-01-03,2855,2855,2855,2855,2855,2855
2014-01-06,2854,2854,2854,2854,2854,2854
2014-01-07,2852,2852,2852,2852,2852,2852
2014-01-08,2853,2853,2853,2853,2853,2853
2014-01-09,2852,2852,2852,2852,2852,2852
2014-01-10,2853,2853,2853,2853,2853,2853
2014-01-13,2854,2854,2854,2854,2854,2854
2014-01-14,2851,2851,2851,2851,2851,2851
2014-01-15,2852,2852,2852,2852,2852,2852
2014-01-16,2854,2854,2854,2854,2854,2854
2014-01-17,2852,2852,2852,2852,2852,2852
2014-01-21,2851,2851,2851,2851,2851,2851
2014-01-22,2851,2851,2851,2851,2851,2851
2014-01-23,2855,2855,2855,2855,2855,2855
2014-01-24,2849,2849,2849,2849,2849,2849
2014-01-27,2852,2852,2852,2852,2852,2852
2014-01-28,2852,2852,2852,2852,2852,2852
2014-01-29,2849,2849,2849,2849,2849,2849
2014-01-30,2849,2849,2849,2849,2849,2849
2014-01-31,2847,2847,2847,2847,2847,2847
2014-02-03,2845,2845,2845,2845,2845,2845
2014-02-04,2847,2847,2847,2847,2847,2847
2014-02-05,2843,2843,2843,2843,2843,2843
2014-02-06,2848,2848,2848,2848,2848,2848
2014-02-07,2841,2841,2841,2841,2841,2841
2014-02-10,2842,2842,2842,2842,2842,2842
2014-02-11,2843,2843,2843,2843,2843,2843
2014-02-12,2840,2840,2840,2840,2840,2840
2014-02-13,2842,2842,2842,2842,2842,2842
2014-02-14,2842,2842,2842,2842,2842,2842
2014-02-18,2840,2840,2840,2840,2840,2840
2014-02-19,2839,2839,2839,2839,2839,2839
2014-02-20,2839,2839,2839,2839,2839,2839
2014-02-21,2837,2837,2837,2837,2837,2837
2014-02-24,2839,2839,2839,2839,2839,2839
2014-02-25,2838,2838,2838,2838,2838,2838
2014-02-26,2841,2841,2841,2841,2841,2841
2014-02-27,2836,2836,2836,2836,2836,2836
2014-02-28,2838,2838,2838,2838,2838,2838
2014-03-03,2839,2839,2839,2839,2839,2839
2014-03-04,2838,2838,2838,2838,2838,2838
2014-03-05,2839,2839,2839,2839,2839,2839
2014-03-06,2837,2837,2837,2837,2837,2837
2014-03-07,2840,2840,2840,2840,2840,2840
2014-03-10,2839,2839,2839,2839,2839,2839
2014-03-11,2840,2840,2840,2840,2840,2840
2014-03-12,2838,2838,2838,2838,2838,2838
2014-03-13,2840,2840,2840,2840,2840,2840
2014-03-14,2836,2836,2836,2836,2836,2836
2014-03-17,2840,2840,2840,2840,2840,2840
2014-03-18,2840,2840,2840,2840,2840,2840
2014-03-19,2839,2839,2839,2839,2839,2839
2014-03-20,2838,2838,2838,2838,2838,2838
2014-03-21,2837,2837,2837,2837,2837,2837
2014-03-24,2838,2838,2838,2838,2838,2838
2014-03-25,2836,2836,2836,2836,2836,2836
2014-03-26,2838,2838,2838,2838,2838,2838
2014-03-27,2835,2835,2835,2835,2835,2835
2014-03-28,2834,2834,2834,2834,2834,2834
2014-03-31,2836,2836,2836,2836,2836,2836
2014-04-01,2835,2835,2835,2835,2835,2835
2014-04-02,2831,2831,2831,2831,2831,2831
2014-04-03,2835,2835,2835,2835,2835,2835
2014-04-04,2833,2833,2833,2833,2833,2833
2014-04-07,2835,2835,2835,2835,2835,2835
2014-04-08,2832,2832,2832,2832,2832,2832
2014-04-09,2834,2834,2834,2834,2834,2834
2014-04-10,2831,2831,2831,2831,2831,2831
2014-04-11,2830,2830,2830,2830,2830,2830
2014-04-14,2828,2828,2828,2828,2828,2828
2014-04-15,2832,2832,2832,2832,2832,2832
2014-04-16,2830,2830,2830,2830,2830,2830
2014-04-17,2832,2832,2832,2832,2832,2832
2014-04-21,2836,2836,2836,2836,2836,2836
2014-04-22,2835,2835,2835,2835,2835,2835
2014-04-23,2832,2832,2832,2832,2832,2832
2014-04-24,2833,2833,2833,2833,2833,2833
2014-04-25,2834,2834,2834,2834,2834,2834
2014-04-28,2833,2833,2833,2833,2833,2833
2014-04-29,2835,2835,2835,2835,2835,2835
2014-04-30,2831,2831,2831,2831,2831,2831
2014-05-01,2832,2832,2832,2832,2832,2832
2014-05-02,2830,2830,2830,2830,2830,2830
2014-05-05,2830,2830,2830,2830,2830,2830
2014-05-06,2833,2833,2833,2833,2833,2833
2014-05-07,2827,2827,2827,2827,2827,2827
2014-05-08,2828,2828,2828,2828,2828,2828
2014-05-09,2828,2828,2828,2828,2828,2828
2014-05-12,2830,2830,2830,2830,2830,2830
2014-05-13,2829,2829,2829,2829,2829,2829
2014-05-14,2831,2831,2831,2831,2831,2831
2014-05-15,2829,2829,2829,2829,2829,2829
2014-05-16,2830,2830,2830,2830,2830,2830
2014-05-19,2827,2827,2827,2827,2827,2827
2014-05-20,2827,2827,2827,2827,2827,2827
2014-05-21,2828,2828,2828,2828,2828,2828
2014-05-22,2831,2831,2831,2831,2831,2831
2014-05-23,2828,2828,2828,2828,2828,2828
2014-05-27,2831,2831,2831,2831,2831,2831
2014-05-28,2827,2827,2827,2827,2827,2827
2014-05-29,2826,2826,2826,2826,2826,2826
2014-05-30,2828,2828,2828,2828,2828,2828
2014-06-02,2823,2823,2823,2823,2823,2823
2014-06-03,2824,2824,2824,2824,2824,2824
2014-06-04,2824,2824,2824,2824,2824,2824
2014-06-05,2823,2823,2823,2823,2823,2823
2014-06-06,2827,2827,2827,2827,2827,2827
2014-06-09,2825,2825,2825,2825,2825,2825
2014-06-10,2825,2825,2825,2825,2825,2825
2014-06-11,2821,2821,2821,2821,2821,2821
2014-06-12,2824,2824,2824,2824,2824,2824
2014-06-13,2823,2823,2823,2823,2823,2823
2014-06-16,2823,2823,2823,2823,2823,2823
2014-06-17,2824,2824,2824,2824,2824,2824
2014-06-18,2822,2822,2822,2822,2822,2822
2014-06-19,2824,2824,2824,2824,2824,2824
2014-06-20,2822,2822,2822,2822,2822,2822
2014-06-23,2822,2822,2822,2822,2822,2822
2014-06-24,2823,2823,2823,2823,2823,2823
2014-06-25,2822,2822,2822,2822,2822,2822
2014-06-26,2819,2819,2819,2819,2819,2819
2014-06-27,2821,2821,2821,2821,2821,2821
2014-06-30,2821,2821,2821,2821,2821,2821
2014-07-01,2820,2820,2820,2820,2820,2820
2014-07-02,2817,2817,2817,2817,2817,2817
2014-07-03,2817,2817,2817,2817,2817,2817
2014-07-07,2818,2818,2818,2818,2818,2818
2014-07-08,2819,2819,2819,2819,2819,2819
2014-07-09,2815,2815,2815,2815,2815,2815
2014-07-10,2820,2820,2820,2820,2820,2820
2014-07-11,2821,2821,2821,2821,2821,2821
2014-07-14,2817,2817,2817,2817,2817,2817
2014-07-15,2819,2819,2819,2819,2819,2819
2014-07-16,2820,2820,2820,2820,2820,2820
2014-07-17,2819,2819,2819,2819,2819,2819
2014-07-18,2816,2816,2816,2816,2816,2816
2014-07-21,2821,2821,2821,2821,2821,2821
2014-07-22,2815,2815,2815,2815,2815,2815
2014-07-23,2814,2814,2814,2814,2814,2814
2014-07-24,2814,2814,2814,2814,2814,2814
2014-07-25,2817,2817,2817,2817,2817,2817
2014-07-28,2816,2816,2816,2816,2816,2816
2014-07-29,2813,2813,2813,2813,2813,2813
2014-07-30,2812,2812,2812,2812,2812,2812
2014-07-31,2808,2808,2808,2808,2808,2808
2014-08-01,2812,2812,2812,2812,2812,2812
2014-08-04,2813,2813,2813,2813,2813,2813
2014-08-05,2812,2812,2812,2812,2812,2812
2014-08-06,2811,2811,2811,2811,2811,2811
2014-08-07,2812,2812,2812,2812,2812,2812
2014-08-08,2809,2809,2809,2809,2809,2809
2014-08-11,2811,2811,2811,2811,2811,2811
2014-08-12,2811,2811,2811,2811,2811,2811
2014-08-13,2810,2810,2810,2810,2810,2810
2014-08-14,2809,2809,2809,2809,2809,2809
2014-08-15,2807,2807,2807,2807,2807,2807
2014-08-18,2807,2807,2807,2807,2807,2807
2014-08-19,2807,2807,2807,2807,2807,2807
2014-08-20,2806,2806,2806,2806,2806,2806
2014-08-21,2806,2806,2806,2806,2806,2806
2014-08-22,2805,2805,2805,2805,2805,2805
2014-08-25,2804,2804,2804,2804,2804,2804
2014-08-26,2804,2804,2804,2804,2804,2804
2014-08-27,2805,2805,2805,2805,2805,2805
2014-08-28,2805,2805,2805,2805,2805,2805
2014-08-29,2801,2801,2801,2801,2801,2801
2014-09-02,2801,2801,2801,2801,2801,2801
2014-09-03,2801,2801,2801,2801,2801,2801
2014-09-04,2799,2799,2799,2799,2799,2799
2014-09-05,2802,2802,2802,2802,2802,2802
2014-09-08,2801,2801,2801,2801,2801,2801
2014-09-09,2803,2803,2803,2803,2803,2803
2014-09-10,2801,2801,2801,2801,2801,2801
2014-09-11,2799,2799,2799,2799,2799,2799
2014-09-12,2799,2799,2799,2799,2799,2799
2014-09-15,2800,2800,2800,2800,2800,2800
2014-09-16,2799,2799,2799,2799,2799,2799
2014-09-17,2795,2795,2795,2795,2795,2795
2014-09-18,2798,2798,2798,2798,2798,2798
2014-09-19,2800,2800,2800,2800,2800,2800
2014-09-22,2799,2799,2799,2799,2799,2799
2014-09-23,2801,2801,2801,2801,2801,2801
2014-09-24,2798,2798,2798,2798,2798,2798
2014-09-25,2799,2799,2799,2799,2799,2799
2014-09-26,2800,2800,2800,2800,2800,2800
2014-09-29,2797,2797,2797,2797,2797,2797
2014-09-30,2799,2799,2799,2799,2799,2799
2014-10-01,2796,2796,2796,2796,2796,2796
2014-10-02,2795,2795,2795,2795,2795,2795
2014-10-03,2796,2796,2796,2796,2796,2796
2014-10-06,2797,2797,2797,2797,2797,2797
2014-10-07,2797,2797,2797,2797,2797,2797
2014-10-08,2794,2794,2794,2794,2794,2794
2014-10-09,2794,2794,2794,2794,2794,2794
2014-10-10,2791,2791,2791,2791,2791,2791
2014-10-13,2791,2791,2791,2791,2791,2791
2014-10-14,2795,2795,2795,2795,2795,2795
2014-10-15,2797,2797,2797,2797,2797,2797
2014-10-16,2796,2796,2796,2796,2796,2796
2014-10-17,2792,2792,2792,2792,2792,2792
2014-10-20,2794,2794,2794,2794,2794,2794
2014-10-21,2788,2788,2788,2788,2788,2788
2014-10-22,2784,2784,2784,2784,2784,2784
2014-10-23,2790,2790,2790,2790,2790,2790
2014-10-24,2792,2792,2792,2792,2792,2792
2014-10-27,2791,2791,2791,2791,2791,2791
2014-10-28,2787,2787,2787,2787,2787,2787
2014-10-29,2790,2790,2790,2790,2790,2790
2014-10-30,2792,2792,2792,2792,2792,2792
2014-10-31,2794,2794,2794,2794,2794,2794
2014-11-03,2784,2784,2784,2784,2784,2784
2014-11-04,2788,2788,2788,2788,2788,2788
2014-11-05,2790,2790,2790,2790,2790,2790
2014-11-06,2787,2787,2787,2787,2787,2787
2014-11-07,2790,2790,2790,2790,2790,2790
2014-11-10,2788,2788,2788,2788,2788,2788
2014-11-11,2788,2788,2788,2788,2788,2788
2014-11-12,2789,2789,2789,2789,2789,2789
2014-11-13,2787,2787,2787,2787,2787,2787
2014-11-14,2786,2786,2786,2786,2786,2786
2014-11-17,2787,2787,2787,2787,2787,2787
2014-11-18,2788,2788,2788,2788,2788,2788
2014-11-19,2783,2783,2783,2783,2783,2783
2014-11-20,2786,2786,2786,2786,2786,2786
2014-11-21,2791,2791,2791,2791,2791,2791
2014-11-24,2783,2783,2783,2783,2783,2783
2014-11-25,2784,2784,2784,2784,2784,2784
2014-11-26,2783,2783,2783,2783,2783,2783
2014-11-28,2782,2782,2782,2782,2782,2782
2014-12-01,2785,2785,2785,2785,2785,2785
2014-12-02,2782,2782,2782,2782,2782,2782
2014-12-03,2785,2785,2785,2785,2785,2785
2014-12-04,2784,2784,2784,2784,2784,2784
