date,State0,State1,State2,Comp#,AverageState,S0Percent,S1Percent,S2Percent
2009-11-09,611,1135,918,2664,1.1152402402402402,0.22935435435435436,0.42605105105105107,0.34459459459459457
2009-11-10,612,1142,911,2665,1.1121951219512196,0.22964352720450282,0.42851782363977486,0.3418386491557223
2009-11-11,618,1141,901,2660,1.106390977443609,0.23233082706766917,0.42894736842105263,0.3387218045112782
2009-11-12,629,1132,900,2661,1.1018414130026306,0.2363773017662533,0.42540398346486286,0.3382187147688839
2009-11-13,644,1128,888,2660,1.0917293233082708,0.24210526315789474,0.42406015037593986,0.33383458646616543
2009-11-16,656,1132,875,2663,1.082238077356365,0.24633871573413443,0.4250844911753661,0.3285767930904994
2009-11-17,652,1136,873,2661,1.0830514844043593,0.2450206689214581,0.4269071777527245,0.32807215332581735
2009-11-18,651,1138,872,2661,1.0830514844043593,0.24464487034949267,0.4276587748966554,0.32769635475385195
2009-11-19,640,1139,880,2659,1.0902594960511471,0.24069198946972545,0.428356525009402,0.3309514855208725
2009-11-20,645,1134,881,2660,1.088721804511278,0.2424812030075188,0.4263157894736842,0.331203007518797
2009-11-23,647,1138,881,2666,1.0877719429857464,0.24268567141785446,0.42685671417854465,0.3304576144036009
2009-11-24,645,1133,883,2661,1.0894400601277716,0.24239007891770012,0.42577978203682826,0.33183013904547165
2009-11-25,646,1135,877,2658,1.0869074492099322,0.24303987960872836,0.42701279157261096,0.3299473288186606
2009-11-27,636,1121,894,2651,1.097321765371558,0.23990946812523575,0.4228592983779706,0.3372312334967937
2009-11-30,625,1126,908,2659,1.1064309890936441,0.23505077096652877,0.42346746897329823,0.341481760060173
2009-12-01,632,1119,909,2660,1.1041353383458647,0.23759398496240602,0.4206766917293233,0.34172932330827066
2009-12-02,634,1105,912,2651,1.104866088268578,0.23915503583553377,0.41682384006035456,0.3440211241041117
2009-12-03,638,1091,923,2652,1.1074660633484164,0.24057315233785823,0.41138763197586725,0.3480392156862745
2009-12-04,636,1093,927,2656,1.1095632530120483,0.2394578313253012,0.4115210843373494,0.3490210843373494
2009-12-07,647,1097,911,2655,1.0994350282485876,0.24369114877589454,0.41318267419962335,0.3431261770244821
2009-12-08,654,1102,902,2658,1.093303235515425,0.24604966139954854,0.4145974416854778,0.33935289691497367
2009-12-09,663,1105,891,2659,1.0857465212485897,0.24934185784129373,0.4155697630688229,0.3350883790898834
2009-12-10,664,1098,889,2651,1.084873632591475,0.2504715201810637,0.4141833270463976,0.3353451527725387
2009-12-11,674,1092,889,2655,1.0809792843691148,0.2538606403013183,0.41129943502824856,0.33483992467043316
2009-12-14,678,1092,883,2653,1.0772710139464756,0.2555597436863928,0.41160949868073876,0.33283075763286846
2009-12-15,691,1090,872,2653,1.0682246513381077,0.26045985676592537,0.4108556351300415,0.32868450810403316
2009-12-16,690,1092,872,2654,1.068575734740015,0.25998492840994725,0.4114544084400904,0.3285606631499623
2009-12-17,684,1098,872,2654,1.0708364732479276,0.25772418990203466,0.413715146948003,0.3285606631499623
2009-12-18,692,1095,865,2652,1.065233785822021,0.2609351432880845,0.41289592760180993,0.3261689291101056
2009-12-21,701,1103,852,2656,1.0568524096385543,0.26393072289156627,0.41528614457831325,0.3207831325301205
2009-12-22,716,1100,832,2648,1.0438066465256797,0.270392749244713,0.41540785498489424,0.31419939577039274
2009-12-23,739,1089,823,2651,1.031686156167484,0.27876273104488875,0.4107883817427386,0.3104488872123727
2009-12-24,761,1069,815,2645,1.0204158790170132,0.2877126654064272,0.40415879017013234,0.30812854442344045
2009-12-28,756,1073,822,2651,1.0248962655601659,0.2851754055073557,0.4047529234251226,0.3100716710675217
2009-12-29,750,1080,822,2652,1.0271493212669682,0.2828054298642534,0.4072398190045249,0.30995475113122173
2009-12-30,736,1093,824,2653,1.0331699962306822,0.27742178665661515,0.41198643045608746,0.3105917828872974
2009-12-31,716,1103,834,2653,1.044477949491142,0.2698831511496419,0.41575574820957406,0.31436110064078404
2010-01-04,657,1090,827,2574,1.066045066045066,0.25524475524475526,0.4234654234654235,0.3212898212898213
2010-01-05,642,1104,829,2575,1.072621359223301,0.24932038834951456,0.4287378640776699,0.3219417475728155
2010-01-06,631,1111,834,2576,1.078804347826087,0.24495341614906832,0.4312888198757764,0.32375776397515527
2010-01-07,626,1107,841,2574,1.0835275835275835,0.2432012432012432,0.43006993006993005,0.32672882672882675
2010-01-08,622,1112,840,2574,1.0846930846930847,0.24164724164724163,0.432012432012432,0.32634032634032634
2010-01-11,626,1111,839,2576,1.0826863354037266,0.24301242236024845,0.4312888198757764,0.32569875776397517
2010-01-12,622,1113,842,2577,1.0853705859526581,0.24136592937524254,0.4318975552968568,0.32673651532790066
2010-01-13,624,1098,850,2572,1.087869362363919,0.24261275272161742,0.42690513219284604,0.33048211508553654
2010-01-14,624,1092,855,2571,1.089848308051342,0.2427071178529755,0.42473745624270715,0.33255542590431736
2010-01-15,607,1089,875,2571,1.104239595488137,0.23609490470633995,0.4235705950991832,0.34033450019447686
2010-01-19,609,1087,877,2573,1.1041585697629226,0.23668869024485037,0.4224640497473766,0.34084726000777305
2010-01-20,599,1078,896,2573,1.1154294597745822,0.23280217644772638,0.41896618732996505,0.34823163622230857
2010-01-21,596,1067,908,2571,1.1213535589264878,0.23181641384675222,0.4150136133800078,0.35316997277323997
2010-01-22,593,1069,905,2567,1.1215426567978184,0.23100895987534087,0.4164394234514998,0.3525516166731593
2010-01-25,599,1076,895,2570,1.1151750972762646,0.2330739299610895,0.41867704280155643,0.34824902723735407
2010-01-26,610,1070,891,2571,1.1092959937767406,0.23726176584986386,0.4161804745235317,0.34655775962660446
2010-01-27,616,1069,883,2568,1.1039719626168225,0.2398753894080997,0.41627725856697817,0.3438473520249221
2010-01-28,617,1067,885,2569,1.1043207473725185,0.24017127286882056,0.4153367068898404,0.34449202024133907
2010-01-29,613,1073,881,2567,1.1044020257109466,0.23880015582391897,0.4179976626412154,0.3432021815348656
2010-02-01,669,1147,944,2760,1.0996376811594204,0.24239130434782608,0.41557971014492756,0.34202898550724636
2010-02-02,677,1147,932,2756,1.0925253991291728,0.24564586357039186,0.41618287373004353,0.3381712626995646
2010-02-03,667,1163,929,2759,1.0949619427328743,0.24175425878941645,0.4215295396882929,0.3367162015222907
2010-02-04,661,1164,934,2759,1.0989488945270025,0.239579557810801,0.4218919898513954,0.33852845233780354
2010-02-05,662,1163,931,2756,1.0976052249637156,0.24020319303338172,0.42198838896952107,0.33780841799709727
2010-02-08,662,1180,919,2761,1.0930822165881926,0.2397681999275625,0.42738138355668237,0.33285041651575514
2010-02-09,668,1189,905,2762,1.0858073859522086,0.24185372918175235,0.43048515568428675,0.3276611151339609
2010-02-10,679,1185,895,2759,1.0782892352301559,0.24610366074664733,0.4295034432765495,0.3243928959768032
2010-02-11,687,1183,889,2759,1.0732149329467198,0.24900326205146792,0.42877854295034434,0.32221819499818777
2010-02-12,705,1174,878,2757,1.0627493652520856,0.25571273122959737,0.42582517228871963,0.318462096481683
2010-02-16,729,1174,856,2759,1.0460311707140268,0.264226168901776,0.42551649148242116,0.3102573396158028
2010-02-17,750,1161,847,2758,1.0351704133430022,0.2719361856417694,0.42095721537345904,0.30710659898477155
2010-02-18,768,1155,836,2759,1.024646611090975,0.27836172526277636,0.4186299383834723,0.30300833635375135
2010-02-19,764,1160,834,2758,1.0253807106598984,0.27701232777374907,0.4205946337926033,0.30239303843364757
2010-02-22,767,1160,835,2762,1.0246198406951486,0.277697320782042,0.41998551774076753,0.30231716147719045
2010-02-23,756,1166,837,2759,1.0293584632113084,0.2740123233055455,0.42261689017760057,0.30337078651685395
2010-02-24,759,1163,835,2757,1.0275661951396446,0.27529923830250275,0.42183532825535003,0.3028654334421473
2010-02-25,751,1181,826,2758,1.027193618564177,0.2722987672226251,0.4282088469905729,0.29949238578680204
2010-02-26,766,1171,825,2762,1.0213613323678494,0.277335264301231,0.4239681390296886,0.2986965966690804
2010-03-01,769,1162,829,2760,1.0217391304347827,0.2786231884057971,0.4210144927536232,0.30036231884057973
2010-03-02,785,1158,815,2758,1.0108774474256708,0.28462654097171863,0.41986947063089197,0.2955039883973894
2010-03-03,799,1161,796,2756,0.9989114658925979,0.28991291727140783,0.42126269956458634,0.2888243831640058
2010-03-04,805,1151,798,2754,0.9974582425562818,0.2923021060275962,0.4179375453885258,0.289760348583878
2010-03-05,805,1163,788,2756,0.9938316400580551,0.2920899854862119,0.42198838896952107,0.28592162554426703
2010-03-08,805,1157,791,2753,0.9949146385760989,0.29240828187431894,0.4202687976752634,0.28732292045041774
2010-03-09,799,1158,794,2751,0.9981824790985097,0.29043984005816065,0.42093784078516905,0.2886223191566703
2010-03-10,802,1160,792,2754,0.9963689179375453,0.29121278140885987,0.4212055192447349,0.2875816993464052
2010-03-11,805,1163,790,2758,0.9945612762871646,0.2918781725888325,0.42168237853517043,0.2864394488759971
2010-03-12,804,1174,772,2750,0.9883636363636363,0.2923636363636364,0.4269090909090909,0.2807272727272727
2010-03-15,805,1175,770,2750,0.9872727272727273,0.2927272727272727,0.42727272727272725,0.28
2010-03-16,800,1185,762,2747,0.9861667273389152,0.2912267928649436,0.43137968693119766,0.27739352020385877
2010-03-17,799,1195,753,2747,0.9832544594102658,0.2908627593738624,0.43502002184200944,0.27411721878412815
2010-03-18,782,1200,764,2746,0.9934450109249818,0.2847778587035688,0.43699927166788055,0.27822286962855064
2010-03-19,775,1206,768,2749,0.9974536194979993,0.2819206984357948,0.43870498363041105,0.2793743179337941
2010-03-22,779,1197,773,2749,0.9978173881411422,0.2833757730083667,0.43543106584212443,0.28119316114950893
2010-03-23,791,1184,773,2748,0.9934497816593887,0.2878457059679767,0.43085880640465796,0.28129548762736534
2010-03-24,798,1181,771,2750,0.9901818181818182,0.2901818181818182,0.4294545454545455,0.28036363636363637
2010-03-25,790,1181,779,2750,0.996,0.2872727272727273,0.4294545454545455,0.2832727272727273
2010-03-26,801,1172,774,2747,0.9901710957408082,0.29159082635602473,0.42664725154714234,0.28176192209683293
2010-03-29,815,1167,770,2752,0.9836482558139535,0.2961482558139535,0.42405523255813954,0.279796511627907
2010-03-30,814,1172,768,2754,0.9832970225127088,0.29557007988380535,0.42556281771968046,0.2788671023965142
2010-03-31,814,1173,766,2753,0.982564475118053,0.295677442789684,0.426080639302579,0.278241917907737
2010-04-01,818,1165,770,2753,0.982564475118053,0.2971304031965129,0.4231747184889212,0.2796948783145659
2010-04-05,826,1155,770,2751,0.9796437659033079,0.30025445292620867,0.4198473282442748,0.27989821882951654
2010-04-06,829,1148,770,2747,0.9785220240262104,0.30178376410629776,0.417910447761194,0.28030578813250817
2010-04-07,826,1155,768,2749,0.9789014186977083,0.30047289923608583,0.42015278283012003,0.2793743179337941
2010-04-08,825,1159,761,2745,0.9766848816029143,0.3005464480874317,0.4222222222222222,0.2772313296903461
2010-04-09,835,1148,762,2745,0.9734061930783242,0.30418943533697634,0.41821493624772316,0.27759562841530055
