date,State0,State1,State2,Comp#,AverageState,S0Percent,S1Percent,S2Percent
2004-12-07,744,982,760,2486,1.006436041834272,0.29927594529364443,0.39501206757843926,0.3057119871279163
2004-12-08,751,979,760,2490,1.0036144578313253,0.30160642570281126,0.3931726907630522,0.30522088353413657
2004-12-09,760,979,741,2480,0.9923387096774193,0.3064516129032258,0.39475806451612905,0.29879032258064514
2004-12-10,783,964,742,2489,0.9835275210928084,0.31458417034953795,0.3873041382081157,0.29811169144234634
2004-12-13,788,964,733,2485,0.9778672032193159,0.317102615694165,0.3879275653923541,0.2949698189134809
2004-12-14,783,973,729,2485,0.9782696177062374,0.3150905432595573,0.39154929577464787,0.29336016096579476
2004-12-15,784,975,725,2484,0.9762479871175523,0.31561996779388085,0.392512077294686,0.2918679549114332
2004-12-16,793,962,730,2485,0.9746478873239437,0.31911468812877264,0.3871227364185111,0.2937625754527163
2004-12-17,793,974,719,2486,0.9702333065164923,0.31898632341110217,0.3917940466613033,0.28921962992759453
2004-12-20,821,953,712,2486,0.9561544650040226,0.33024939662107805,0.3833467417538214,0.28640386162510056
2004-12-21,836,962,688,2486,0.9404666130329847,0.336283185840708,0.38696701528559935,0.27674979887369267
2004-12-22,838,958,683,2479,0.9374747882210569,0.3380395320693828,0.3864461476401775,0.2755143202904397
2004-12-23,863,924,687,2474,0.9288601455133387,0.3488278092158448,0.3734842360549717,0.2776879547291835
2004-12-27,869,921,690,2480,0.9278225806451613,0.3504032258064516,0.3713709677419355,0.2782258064516129
2004-12-28,863,921,692,2476,0.9309369951534734,0.348546042003231,0.3719709208400646,0.27948303715670436
2004-12-29,872,928,677,2477,0.9212757367783609,0.35203875656035527,0.3746467501009285,0.2733144933387162
2004-12-30,863,934,673,2470,0.9230769230769231,0.3493927125506073,0.3781376518218624,0.27246963562753035
2004-12-31,832,949,697,2478,0.9455205811138014,0.3357546408393866,0.38297013720742534,0.28127522195318805
2005-01-03,676,895,720,2291,1.0192055870798777,0.29506765604539503,0.3906591008293322,0.3142732431252728
